Date/Heure,Temp max.(°C),Temp min.(°C),Temp moy.(°C),Précip. tot. (mm),Neige au sol (cm),Inondation pluviale,Crue fluviale
2025-12-22,-6.6,-12.4,-9.6,1.2,0.0,0,0
2025-12-23,-6.1,-8.3,-7.2,7.4,1.0,0,0
2025-12-24,-3.4,-7.6,-5.4,1.0,9.5,0,0
2025-12-25,-4.3,-18.2,-11.2,2.8,10.0,0,0
2025-12-26,-12.9,-21.7,-17.3,0.1,8.0,0,0
2025-12-27,-8.9,-15.4,-12.2,0.0,7.5,0,0
2025-12-28,-6.4,-16.1,-11.2,0.1,7.5,0,0
2025-12-29,4.4,-7.8,-1.7,12.3,6.5,0,0
2025-12-30,-7.8,-14.8,-11.3,0.1,4.0,0,0
2025-12-31,-7.6,-14.6,-11.2,3.1,4.0,0,0
2026-01-01,-9.4,-21.0,-15.2,2.2,13.0,0,0
2026-01-02,-10.6,-24.2,-17.4,0.0,11.5,0,0
2026-01-03,-12.0,-16.2,-14.1,0.1,11.0,0,0
2026-01-04,-11.7,-18.2,-15.0,0.0,10.0,0,0
2026-01-05,-10.8,-19.2,-15.0,1.4,10.0,0,0
2026-01-06,-5.9,-13.2,-9.6,1.8,10.5,0,0
2026-01-07,-0.4,-6.0,-3.2,3.8,11.0,0,0
2026-01-08,2.8,-0.9,1.0,0.0,10.5,0,0
2026-01-09,9.0,-1.2,3.9,14.6,10.0,0,0
2026-01-10,3.4,-1.0,1.2,8.4,1.5,0,0
2026-01-11,2.6,-7.4,-2.4,2.8,6.0,0,0
2026-01-12,0.4,-9.7,-4.6,5.0,5.0,0,0
2026-01-13,3.0,-0.7,1.2,2.8,11.5,0,0
2026-01-14,5.4,1.7,3.6,1.2,7.0,0,0
2026-01-15,2.1,-15.5,-6.7,6.8,4.5,0,0
2026-01-16,-11.4,-16.6,-14.0,0.3,8.0,0,0
2026-01-17,-0.2,-12.1,-6.2,2.7,9.0,0,0
2026-01-18,0.0,-10.9,-5.4,0.0,9.0,0,0
2026-01-19,-4.0,-9.6,-6.8,0.5,7.5,0,0
2026-01-20,-8.8,-15.0,-12.0,0.1,9.0,0,0
2026-01-21,-4.1,-12.2,-8.2,1.8,9.0,0,0
2026-01-22,-0.2,-8.2,-4.2,0.8,10.0,0,0
2026-01-23,-8.2,-21.3,-14.7,0.2,10.5,0,0
2026-01-24,-20.2,-24.8,-22.6,0.1,9.0,0,0
2026-01-25,-16.6,-22.6,-19.6,4.6,9.5,0,0
2026-01-26,-12.1,-17.2,-14.6,5.7,12.0,0,0
2026-01-27,-9.8,-19.2,-14.5,2.1,13.5,0,0
2026-01-28,-11.2,-19.2,-15.2,0.2,15.5,0,0
2026-01-29,-10.0,-19.0,-14.5,0.1,15.5,0,0
2026-01-30,-15.2,-21.7,-18.5,0.1,15.5,0,0
2026-01-31,-12.4,-15.2,-13.8,0.0,14.5,0,0
2026-02-01,-10.2,-15.6,-13.0,0.0,14.5,0,0
2026-02-02,-6.6,-17.4,-12.0,0.0,14.5,0,0
2026-02-03,-3.8,-13.4,-8.6,1.2,14.5,0,0
2026-02-04,-4.8,-10.2,-7.5,0.1,15.5,0,0
2026-02-05,-7.5,-15.0,-11.3,0.2,14.5,0,0
2026-02-06,-9.1,-16.8,-13.0,0.2,9.5,0,0
2026-02-07,-9.0,-19.2,-14.2,2.0,12.5,0,0
2026-02-08,-15.2,-21.4,-18.2,0.2,13.0,0,0
2026-02-09,-9.6,-19.6,-14.7,0.0,12.0,0,0
2026-02-10,-5.2,-14.6,-9.9,6.2,11.5,0,0
2026-02-11,-3.0,-8.1,-5.6,1.2,18.0,0,0
2026-02-12,-4.2,-13.7,-9.0,0.2,19.0,0,0
2026-02-13,-4.6,-15.8,-10.2,0.0,18.5,0,0
2026-02-14,0.8,-9.4,-4.4,0.4,19.0,0,0
2026-02-15,-5.6,-13.7,-9.6,0.1,18.0,0,0
2026-02-16,1.9,-11.0,-4.6,0.0,18.0,0,0
2026-02-17,2.6,-1.0,0.8,0.5,16.5,0,0
2026-02-18,0.4,-9.0,-4.3,0.2,14.0,0,0
2026-02-19,-0.8,-11.6,-6.2,0.0,14.0,0,0
2026-02-20,-1.8,-9.0,-5.4,4.0,14.0,0,0
